aardvark	VCCCVCC	3	ˈärd-ˌvärk	1VCCCVCC

aardvark	VCCCVCC	3	ˈärd-ˌvärk	1VCCCVCC

aardvark	VCCCVCC	3	ˈärd-ˌvärk	1VCCCVCC

aardvark	VCCCVCC	3	ˈärd-ˌvärk	1VCCCVCC
aardvark	VCCCVCC	3	ˈärd-ˌvärk	1VCCCVCC
aardvark	VCCCVCC	3	ˈärd-ˌvärk	1VCCCVCC
aardvark	VCCCVCC	3	ˈärd-ˌvärk	1VCCCVCC
test	CVCC		ˈtest	C1VCC
test	CVCC		ˈtest	C1VCC
slippage	CCVCVC	0,3	ˈsli-pij	CC1VCVC	_sl1IHpIHJ.
semiconducting	CVCVCVCCVCCVC	0,2,4,7,10	ˌse-mē-kən-ˈdək-tiŋ	C1VCV CVCC2VCC=VC	_s1EHmIY ~kAXnd2UXkt=IHN.
chatter	CVCVC	0,2	ˈcha-tər	C1VCVC	_C1AEtAXr.
damaging	CVCVCVCCV	0,2,4,7	ˈda-mi-jiŋ-lē	C1VCVC=VC	_d1AEmIHJ=IHN.
hereditary	CVCVCVCVCV	0,2,4,6,9	hə-ˈre-də-ˌter-ē	CVC1VCVCVCV	_hIXr1EHdIHtEHrIY.
hazard	CVCVCC	0,2	ˈha-zərd	C1VCVCC	_h1AEzAXrd.
peppery	CVCVCV	0,2,4	ˈpe-p(ə-)rē	C1VCVCCV	_p1EHpAXrrIY.
sanctity	CVCCCVCV	0,4,6	ˈsaŋ(k)-tə-tē	C1VCCCVCV	_s1AENktIXtIY.
businesslike	CVCCVCCVC	0,3,6	ˈbiz-nəs-ˌlīk	C1VCCVCCVC	_b1IHznIXslAYk.
collate	CVCVC	0,2	kə-ˈlāt	CVC1VC	_kAXl1EYt.
curse	CVCC	0	ˈkərs	C1VCC	_k1AXrs.
obdurate	VCCVCVC	0,2,4	ˈäb-də-rət	1VCCVCCVC	_1AAbdAXrrIXt.
himself	CVCCVCC	0,3	(h)im-ˈself	CVCC1VCC	~hIHms1EHlf.
outrageous	VCCVCVC	0,2,4	(ˌ)au̇t-ˈrā-jəs	1VC=C1VCVC	_1AWt=r1EYJIXs.
floaty	CCVCV	0,3	ˈflō-tē	CC1VCV	_fl1OWtIY.
eldest	VCCVCC	0,2	ˈel-dəst	1VCCVCC	_1EHldIXst.
exiguous	VCCVCVCVC	0,2,4,6	ig-ˈzi-gyə-wəs	VCC1VCCVVC	_IHgz1IHgyUWAXs.
intrusive	VCCCVCVC	0,2,5	in-ˈtrü-siv	VCCC1VCVC	_IHntr1UWsIHv.
manifold	CVCVCVCC	0,2,4	ˈma-nə-ˌfōld	C1VCVCVCC	_m1AEnIXfOWld.
entourage	VCCVCVC	0,2,4	ˌän-tu̇-ˈräzh	1VCCVCCVC	_1AAntAXrrAAZ.
verge	CVCC	0	ˈvərj	C1VCC	_v1AXrJ.
pontoon	CVCCVC	0,3	pän-ˈtün	CVCC1VC	_pAAnt1UWn.
puppetry	CVCVCCV	0,2,4	ˈpə-pə-trē	C1VCVCCV	_p1UXpAXtrIY.
strangulation	CCCVCCVCVCVC	0,5,7,9	ˌstraŋ-gyə-ˈlā-shən	CCC2VCCCVC1VCVC	_str2AENgyIXl1EYSIXn.
waddle	CVCVC	0,2	ˈwä-dəl	C1VCVC	_w1AAdAXl.
typology	CVCVCVCV	0,2,4,6	tī-ˈpä-lə-jē	CVC1VCVCV	_tAYp1AAlIXJIY.
freebie	CCVCV	0,3	ˈfrē-bē	CC1VCV	_fr1IYbIY.
scat	CCVC	0	ˈskat	CC1VC	_sk1AEt.
ringworm	CVCCVCC	0,3	ˈriŋ-ˌwərm	C1VC=CVCC	_r1IHN=wAXrm.
clairvoyance	CCVCCVVCC	0,4,6	kler-ˈvȯi-ən(t)s	CCVCC1VVCC	_klEHrv1OYIXns.
sedimentary	CVCVCVCCVCV	0,2,4,7,9	ˌse-də-ˈmen-tə-rē	CVCVC1VCCVCCV	_sEHdIXm1EHntAXrrIY.
slime	CCVC	0	ˈslīm	CC1VC	_sl1AYm.
ever	VCVC	0,1	ˈe-vər	1VCVC	_1EHvAXr.
garment	CVCCVCC	0,3	ˈgär-mənt	C1VCCVCC	_g1AArmIXnt.
drafty	CCVCCV	0,4	ˈdraf-tē	CC1VCCV	_dr1AEftIY.
representative	CVCCVCVCCVCVC	0,2,5,8,10	ˌre-pri-ˈzen-tə-tiv	C1VCCVC1VCCVCVC	_r1EHprIXz1EHntIXtIHv.
phalanx	CVCVCCC	0,2	ˈfā-ˌlaŋ(k)s	C1VCVCCC	_f1AElAENks.
conserve	CVCCVCC	0,3	kən-ˈsərv	CVCC1VCC	_kAXns1AXrv.
ditto	CVCV	0,2	ˈdi-(ˌ)tō	C1VCV	_d1IHtOW.
ungrateful	VCCCVCCVC	0,2,6	ˌən-ˈgrāt-fəl	1VCCC1VCCVC	_1UXngr1EYtfUHl.
zoological	CVVCVCVCVC	0,2,3,5,7	ˌzō-ə-ˈlä-ji-kəl	C1VVC1VCVCVC	_z1OWAXl1AAJIHkAXl.
acetylene	VCVCVCVC	0,1,3,6	ə-ˈse-təl-ən	VC1VCVC=VC	_AXs1EHtIXl=IYn.
skilled	CCVCC	0	ˈskild	CC1VCC	_sk1IHld.
tenure	CVCVC	0,3	ˈten-yər	C1VCCVC	_t1EHnyAXr.
scathe	CCVC	0	ˈskāth	CC1VC	_sk1EYD.
photochemical	CVCVCVCVCVC	0,2,4,6,8	ˌfō-tō-ˈke-mi-kəl	C1VCVC1VCVCVC	_f1OWtOWk1EHmIHkAXl.
carcase	CVCCVC	0,3	ˈkär-kəs	C1VC C2VC	_k1AAr ~k2EYs.
guarded	CVCCVC	0,3	ˈgär-dəd	C1VCCVC	_g1AArdIXd.
bunker	CVCCVC	0,3	ˈbəŋ-kər	C1VCCVC	_b1UXNkAXr.
debauchery	CVCVCVCV	0,2,4,6	di-ˈbȯ-chə-rē	CVC1VCVCCV	_dIHb1AOCAXrrIY.
inductance	VCCVCCVCC	0,2,5	in-ˈdək-tən(t)s	VCC1VCCVCC	_IHnd1UXktIXns.
melanin	CVCVCVC	0,2,4	ˈme-lə-nən	C1VCVCVC	_m1EHlIXnIXn.
nickname	CVCCVC	0,3	ˈnik-ˌnām	C1VCCVC	_n1IHknEYm.
thunder	CVCCVC	0,3	ˈthən-dər	C1VCCVC	_T1UXndAXr.
carboniferous	CVCCVCVCVCVC	0,3,5,7,9	ˌkär-bə-ˈni-f(ə-)rəs	CVCCVC1VCVCCVC	_kAArbAXn1IHfAXrrIXs.
videotape	CVCVVCVC	0,2,4,5	ˈvi-dē-ō-ˌtāp	C1VCVVCVC	_v1IHdIYOWtEYp.
jejune	CVCVC	0,2	ji-ˈjün	CVC1VC	_JIXJ1UWn.
damnable	CVCCVCVC	0,3,5	ˈdam-nə-bəl	C1VCCVCVC	_d1AEmnAXbAXl.
pica	CVCV	0,2	ˈpī-kə	C1VCV	_p1AYkAX.
picked	CVCVC	0,2	ˈpi-kəd	C1VCC	_p1IHkt.
jaunt	CVCC	0	ˈjȯnt	C1VCC	_J1AOnt.
calorimeter	CVCVCVCVCVC	0,2,4,6,8	ˌka-lə-ˈri-mə-tər	C1VCVCC1VCVCVC	_k1AElAXrr1AYmIXtAXr.
jonah	CVCV	0,2	ˈjō-nə	C1VCV	_J1OWnAX.
traffic	CCVCVC	0,3	ˈtra-fik	CC1VCVC	_tr1AEfIHk.
castellated	CVCCVCVCVC	0,3,5,7	ˈkas-tə-ˌlā-təd	CVCC1VC 2VC=VC	_kAEst1EHl ~2EYt=IXd.
economic	VCVCVCVC	0,1,3,5	ˌe-kə-ˈnä-mik	1VCVC1VCVC	_1EHkAXn1AAmIHk.
erupt	VCVCC	0,1	i-ˈrəpt	VC1VCC	_IHr1UXpt.
polypropylene	CVCVCCVCVCVC	0,2,4,7,9	ˌpä-lē-ˈprō-pə-ˌlēn	C1VCV=CC1VCVCVC	_p1AAlIY=pr1OWpIXlIYn.
ambit	VCCVC	0,2	ˈam-bət	1VCCVC	_1AEmbIXt.
burdock	CVCCVC	0,3	ˈbər-ˌdäk	C1VCCVC	_b1AXrdAAk.
filler	CVCVC	0,2	ˈfi-lər	C1VCVC	_f1IHlAXr.
declaim	CVCCVC	0,2	di-ˈklām	CVCC1VC	_dIHkl1EYm.
plaid	CCVC	0	ˈplad	CC1VC	_pl1AEd.
funk	CVCC	0	ˈfəŋk	C1VCC	_f1UXNk.
glow	CCV	0	ˈglō	CC1V	_gl1OW.
prude	CCVC	0	ˈprüd	CC1VC	_pr1UWd.
drawback	CCVCVC	0,3	ˈdrȯ-ˌbak	CC1VCVC	_dr1AObAEk.
shovelful	CVCVCCVC	0,2,5	ˈshə-vəl-ˌfu̇l	C1VCVCCVC	_S1UXvAXlfUHl.
ambitious	VCCVCVC	0,2,4	am-ˈbi-shəs	VCC1VCVC	_AEmb1IHSIXs.
adorn	VCVCC	0,1	ə-ˈdȯrn	VC1VCC	_AXd1AOrn.
skate	CCVC	0	ˈskāt	CC1VC	_sk1EYt.
amazingly	VCVCVCCV	0,1,3,6	ə-ˈmā-ziŋ-lē	VC1VC=VC=CV	_AXm1EYz=IHN=lIY.
pixie	CVCCV	0,3	ˈpik-sē	C1VCCV	_p1IHksIY.
arid	VCVC	0,1	ˈa-rəd	1VCVC	_1AErIHd.
sodium	CVCVVC	0,2,4	ˈsō-dē-əm	C1VCVVC	_s1OWdIYIXm.
triumvirate	CCVVCCVCVC	0,3,5,7	trī-ˈəm-və-rət	CCV1VCCVCCVC	_trAY1UXmvAXrrIXt.
renegade	CVCVCVC	0,2,4	ˈre-ni-ˌgād	C1VCVCVC	_r1EHnIXgEYd.
unassertive	VCVCVCCVC	0,2,3,6	ˌən-ə-ˈsər-tiv	1VC=VC1VCCVC	_1UXn=IXs1AXrtIHv.
afghani	VCCVCV	0,2,4	af-ˈga-nē	VCC1VCV	_AEfg1AAnIY.
scrupulous	CCCVCVCVC	0,4,6	ˈskrü-pyə-ləs	CCC1VCCVCVC	_skr1UWpyIXlIXs.
triage	CCVVC	0,3	trē-ˈäzh	CC1VVC	_tr1IYAAZ.
fascism	CVCVCVC	0,2,4	ˈfa-ˌshi-zəm	C1VCVCVC	_f1AESIHzAXm.
rump	CVCC	0	ˈrəmp	C1VCC	_r1UXmp.
leipzig	CVCCVC	0,3	ˈlīp-sig	C1VCCVC	_l1AYpzIHg.
artist	VCCVCC	0,2	ˈär-tist	1VCCVCC	_1AArtIXst.
ascender	VCVCCVC	0,1,4	ə-ˈsen-dər	VC1VCC=VC	_AXs1EHnd=AXr.
scintillation	CVCCVCVCVC	0,3,5,7	ˌsin-tə-ˈlā-shən	C1VCCVC1VCVC	_s1IHntIXl1EYSIXn.
factious	CVCCVC	0,3	ˈfak-shəs	C1VCCVC	_f1AEkSIXs.
proficient	CCVCVCVCC	0,3,5	prə-ˈfi-shənt	CCVC1VCVCC	_prAXf1IHSIXnt.
repairman	CVCVCCVC	0,2,5	ri-ˈper-ˌman	CVC1VCCVC	_rIXp1EHrmAEn.
screw	CCCV	0	ˈskrü	CCC1V	_skr1UW.
pliers	CCVVCC	0,3	ˈplī(-ə)rz	CC1VVCC	_pl1AYAXrz.
zany	CVCV	0,2	ˈzā-nē	C1VCV	_z1EYnIY.
speciation	CCVCVVCVC	0,3,5,6	ˌspē-shē-ˈā-shən	CCVCV1VCVC	_spIYsIY1EYSIXn.
insubstantial	VCCVCCCVCCVC	0,2,5,9	ˌin(t)-səb-ˈstan(t)-shəl	VCCVCCC1VCCVC	_IHnsAXbst1AEnCAXl.
stegosaurus	CCVCVCVCVC	0,3,5,8	ˌste-gə-ˈsȯr-əs	CC2VCVC1VC=VC	_st2EHgAXs1AOr=IXs.
urban	VCCVC	0,2	ˈər-bən	1VCCVC	_1AXrbAXn.
neuron	CVCVC	0,2	ˈnü-ˌrän	C1VCVC	_n1UWrAAn.
capping	CVCVC	0,2	ˈka-piŋ	C1VC=VC	_k1AEp=IHN.
automobile	VCVCVCVC	0,1,3,5	ˈȯ-tə-mō-ˌbēl	1VCVCVCVC	_1AOtAXmAXbIYl.
slogan	CCVCVC	0,3	ˈslō-gən	CC1VCVC	_sl1OWgAXn.
bazaar	CVCVC	0,2	bə-ˈzär	CVC1VC	_bAXz1AAr.
decker	CVCVC	0,2	ˈde-kər	C1VCVC	_d1EHkAXr.
juxtapose	CVCCCVCVC	0,3,6	ˈjək-stə-ˌpōz	C1VCCCVCVC	_J1UXkstAXpOWz.
nook	CVC	0	ˈnu̇k	C1VC	_n1UHk.
exhaustive	VCCVCCVC	0,2,4	ig-ˈzȯ-stiv	VCC1VCCVC	_IHgz1AOstIHv.
lousy	CVCV	0,2	ˈlau̇-zē	C1VCV	_l1AWzIY.
out	VC	0	ˈau̇t	1VC	_1AWt.
inroad	VCCVC	0,2	ˈin-ˌrōd	1VCCVC	_1IHnrOWd.
confidence	CVCCVCVCC	0,3,5	ˈkän-fə-dən(t)s	C1VCCVCVCC	_k1AAnfIXdIXns.
appellate	VCVCVC	0,1,3	ə-ˈpe-lət	VC1VCVC	_AXp1EHlIXt.
hydrant	CVCCVCC	0,2	ˈhī-drənt	C1VCCVCC	_h1AYdrIXnt.
impact	VCCVCC	0,2	im-ˈpakt	1VCCVCC	_1IHmpAEkt.
greatcoat	CCVCCVC	0,4	ˈgrāt-ˌkōt	CC1VC C2VC	_gr1EYt ~k2OWt.
flamenco	CCVCVCCV	0,3,6	flə-ˈmeŋ-(ˌ)kō	CCVC1VCCV	_flAXm1EHNkOW.
hanoi	CVCV	0,2	ha-ˈnȯi	CVC1V	_hAEn1OY.
lawful	CVCVC	0,2	ˈlȯ-fəl	C1VCVC	_l1AOfAXl.
ragout	CVCV	0,2	ra-ˈgü	C1VC 2VC	_r1AEg ~2AWt.
session	CVCVC	0,2	ˈse-shən	C1VCVC	_s1EHSIXn.
wetland	CVCCVCC	0,3	ˈwet-ˌland	C1VCCVCC	_w1EHtlAXnd.
temperament	CVCCVCVCVCC	0,3,5,7	ˈtem-p(ə-)rə-mənt	C1VCCCVCVCC	_t1EHmprAXmIXnt.
intensity	VCCVCCVCV	0,2,5,7	in-ˈten(t)-sə-tē	VCC1VCCVCV	_IHnt1EHnsIXtIY.
roll	CVC	0	ˈrōl	C1VC	_r1OWl.
permittivity	CVCCVCVCVCV	0,3,5,7,9	ˌpər-ˌmi-ˈti-və-tē	C1VCC1VC1VCVCV	_p1AXrm1IHt1IHvIXtIY.
screwy	CCCVV	0,4	ˈskrü-ē	CCC1VV	_skr1UWIY.
incant	VCCVCC	0,2	in-ˈkant	1VCC 2VCC	_1IHNk ~2AEnt.
detention	CVCVCCVC	0,2,5	di-ˈten-chən	CVC1VCCVC	_dIHt1EHnSIXn.
crucify	CCVCVCV	0,3,5	ˈkrü-sə-ˌfī	CC1VCVCV	_kr1UWsIXfAY.
proton	CCVCVC	0,3	ˈprō-ˌtän	CC1VCVC	_pr1OWtAAn.
notice	CVCVC	0,2	ˈnō-təs	C1VCVC	_n1OWtIXs.
patentee	CVCVCCV	0,2,5	ˌpa-tən-ˈtē	C1VCVC C2V	_p1EYtIXn ~t2IY.
zig	CVC	0	ˈzig	C1VC	_z1IHg.
serpent	CVCCVCC	0,3	ˈsər-pənt	C1VCCVCC	_s1AXrpIXnt.
airing	VCVC	0,2	ˈer-iŋ	1VC=VC	_1EHr=IHN.
dance	CVCC	0	ˈdan(t)s	C1VCC	_d1AEns.
mishap	CVCCVC	0,3	ˈmis-ˌhap	C1VCCVC	_m1IHshAEp.
plumy	CCVCV	0,3	ˈplü-mē	CC1VCV	_pl1UWmIY.
mousse	CVC	0	ˈmüs	C1VC	_m1UWs.
cabinet	CVCCVC	0,3	ˈkab-nit	C1VCVCVC	_k1AEbIXnIXt.
suspect	CVCCVCC	0,3	ˈsəs-ˌpekt	C1VCCVCC	_s1UXspEHkt.
thief	CVC	0	ˈthēf	C1VC	_T1IYf.
majority	CVCVCVCV	0,2,5,6	mə-ˈjȯr-ə-tē	CVC1VCVCV	_mAXJ1AOrIXtIY.
commandment	CVCVCCCVCC	0,2,6	kə-ˈman(d)-mənt	CVC1VCCCVCC	_kAXm1AEndmIXnt.
reverse	CVCVCC	0,2	ri-ˈvərs	CVC1VCC	_rIXv1AXrs.
marbled	CVCCVCC	0,3	ˈmär-bəld	C1VCCVCC	_m1AArbAXld.
prevalence	CCVCVCVCC	0,3,5	ˈpre-və-lən(t)s	CC1VCVCVCC	_pr1EHvAXlIXns.
brabble	CCVCVC	0,3	ˈbra-bəl	CC1VCVC	_br1AEbAXl.
vainglory	CVCCCVCV	0,3,7	ˈvān-ˌglȯr-ē	CVCCC1VCV	_vEYngl1AOrIY.
brisbane	CCVCCVC	0,4	ˈbriz-bən	CC1VCCVC	_br1IHzbAXn.
pedantic	CVCVCCVC	0,2,5	pi-ˈdan-tik	CVC1VCCVC	_pAXd1AEntIHk.
affiliate	VCVCVVC	0,1,3,5	ə-ˈfi-lē-ˌāt	VC1VCVVC	_AXf1IHlIYIXt.
lychee	CVCV	0,2	ˈlē-(ˌ)chē	C1VC1V	_l1IHC1IY.
incinerate	VCCVCVCVC	0,2,4,6	in-ˈsi-nə-ˌrāt	VC=C1VC=VCCVC	_IHn=s1IHn=AXrrEYt.
cupful	CVCCVC	0,3	ˈkəp-ˌfu̇l	C1VCCVC	_k1UXpfUHl.
rivers	CVCVCC	0,2	ˈri-vərz	C1VCVCC	_r1IHvAXrz.
unilateral	VCVCVCVCVC	0,1,3,5,7	ˌyü-ni-ˈla-tə-rəl	CVCVC1VCVCCVC	_yUWnIXl1AEtAXrrAXl.
virile	CVCVC	0,3	ˈvir-əl	C1VCVC	_v1IHrIXl.
outlive	VCCVC	0,2	ˌau̇t-ˈliv	VCC1VC	_AWtl1IHv.
kookaburra	CVCVCVCV	0,2,4,7	ˈku̇-kə-ˌbər-ə	C1VCVCVCV	_k1UWkAXbIXrAX.
eigenvalue	VCVCCVCV	0,1,4,7	ˈī-gən-ˌval-(ˌ)yü	1VCVCCVCCV	_1AYgIXnvAElyUW.
inlaid	VCCVC	0,2	ˈin-ˈlād	VCC1VC	_IHnl1EYd.
additive	VCVCVC	0,1,3	ˈa-də-tiv	1VCVCVC	_1AEdIXtIHv.
pugilist	CVCVCVCC	0,2,4	ˈpyü-jə-list	CC1VCVCVCC	_py1UWJIXlIXst.
posterior	CVCCVCVVC	0,2,6,7	pō-ˈstir-ē-ər	CVCC1VCVVC	_pOWst1IYrIYAXr.
puerperal	CVVCCVCVC	0,2,4,6	pyü-ˈər-p(ə-)rəl	CC1VCCVCCVC	_py1EHrpAXrrAXl.
vicissitude	CVCVCVCVC	0,2,4,6	və-ˈsi-sə-ˌtüd	CVC1VCVCVC	_vIXs1IHsIXtUWd.
impersonate	VCCVCCVCVC	0,2,5,7	im-ˈpər-sə-ˌnāt	VCC1VCCVCVC	_IHmp1AXrsIXnEYt.
hector	CVCCVC	0,3	ˈhek-tər	C1VCCVC	_h1EHktAXr.
smut	CCVC	0	ˈsmət	CC1VC	_sm1UXt.
ripstop	CVCCCVC	0,3	ˈrip-ˌstäp	C1VC CC2VC	_r1IHp ~st2AAp.
headlock	CVCCVC	0,3	ˈhed-ˌläk	C1VC C2VC	_h1EHd ~l2AAk.
ligature	CVCVCVC	0,2,4	ˈli-gə-ˌchu̇r	C1VCVCVC	_l1IHgAXCAXr.
wire	CVVC	0,2	ˈwī(-ə)r	C1VVC	_w1AYAXr.
caftan	CVCCVC	0,3	ˈkaf-(ˌ)tan	C1VCCVC	_k1AEftAEn.
pompadour	CVCCVCVC	0,3,5	ˈpäm-pə-ˌdȯr	C1VCCVCVC	_p1AAmpAXdAOr.
presbytery	CCVCCVCVCV	0,4,6,9	ˈprez-bə-ˌter-ē	CC1VCCVCVCCV	_pr1EHzbIYtAXrrIY.
inorganic	VCVCCVCVC	0,2,4,6	ˌin-(ˌ)ȯr-ˈga-nik	VC=VCC1VCVC	_IHn=AOrg1AEnIHk.
empirical	VCCVCVCVC	0,2,5,6	im-ˈpir-i-kəl	VCC1VCVCVC	_EHmp1IHrIHkAXl.
orient	VCVVCC	0,2,3	ˈȯr-ē-ənt	1VCVVCC	_1AOrIYEHnt.
heathery	CVCCV	0,3	ˈheth-rē	C1VCVCCV	_h1EHDAXrrIY.
haberdasher	CVCVCCVCVC	0,2,5,7	ˈha-bə(r)-ˌda-shər	C1VCVCCVCVC	_h1AEbAXrdAESAXr.
circumvent	CVCCVCCVCC	0,3,6	ˌsər-kəm-ˈvent	CVCCVCC1VCC	_sAXrkAXmv1EHnt.
massacre	CVCVCVC	0,2,4	ˈma-si-kər	C1VCVCVC	_m1AEsAXkAXr.
structure	CCCVCCVC	0,5	ˈstrək-chər	CCC1VCCVC	_str1UXkSAXr.
firefight	CVVCCVC	0,2,4	ˈfī(-ə)r-ˌfīt	C1VVCCVC	_f1AYAXrfAYt.
studentship	CCVCVCCCVC	0,3,7	ˈstü-dənt-ˌship	CC1VCVCCCVC	_st1UWdIXntSIHp.
messy	CVCV	0,2	ˈme-sē	C1VCV	_m1EHsIY.
phylogenetic	CVCVCVCVCVC	0,2,4,6,8	ˌfī-lō-jə-ˈne-tik	CVCVC1VC1VCVC	_fAYlIXJ1EHn1EHtIHk.
eugenic	VCVCVC	0,1,3	yü-ˈje-nik	CVC1VCVC	_yUWJ1EHnIHk.
quicklime	CCVCCVC	0,4	ˈkwik-ˌlīm	CC1VC C2VC	_kw1IHk ~l2AYm.
fair	CVC	0	ˈfer	C1VC	_f1EHr.
skinned	CCVCC	0	ˈskind	CC1VCC	_sk1IHnd.
zappy	CVCV	0,2	ˈza-pē	C1VCV	_z1AEpIY.
napalm	CVCVC	0,2	ˈnā-ˌpäm	C1VCVC	_n1EYpAAm.
marketable	CVCCVCVCVC	0,3,5,7	ˈmär-kə-tə-bəl	C1VCCVCVCVC	_m1AArkIXtAXbAXl.
wildebeest	CVCCVCVCC	0,3,5	ˈwil-də-ˌbēst	C1VCCVCVCC	_w1IHldIXbIYst.
tightwad	CVCCVC	0,3	ˈtīt-ˌwäd	C1VC=CVC	_t1AYt=wAAd.
checkers	CVCVCC	0,2	ˈche-kərz	C1VCVCC	_C1EHkAXrz.
georgia	CVCCV	0,3	ˈjȯr-jə	C1VCCV	_J1AOrJAX.
cursed	CVCCVC	0,3	ˈkər-səd	C1VCCC	_k1AXrst.
wrongdoer	CVCCVVC	0,3,5	ˈrȯŋ-ˌdü-ər	C1VCCVVC	_r1AONdUWAXr.
evident	VCVCVCC	0,1,3	ˈe-və-dənt	1VCVCVCC	_1EHvIXdIXnt.
sock	CVC	0	ˈsäk	C1VC	_s1AAk.
improbable	VCCCVCVCVC	0,2,5,7	(ˌ)im-ˈprä-bə-bəl	VCCC1VCVCVC	_IHmpr1AAbAXbAXl.
chromatography	CCVCVCVCCVCV	0,3,5,7,10	ˌkrō-mə-ˈtä-grə-fē	CCVCVC1VCCVCV	_krOWmAXt1AAgrIXfIY.
permeable	CVCCVVCVC	0,3,5,6	ˈpər-mē-ə-bəl	C1VCCVVCVC	_p1AXrmIYIXbAXl.
beef	CVC	0	ˈbēf	C1VC	_b1IYf.
post	CVCC	0	ˈpōst	C1VCC	_p1OWst.
leggy	CVCV	0,2	ˈle-gē	C1VCV	_l1EHgIY.
shortage	CVCCVC	0,3	ˈshȯr-tij	C1VCCVC	_S1AOrtIHJ.
upbraid	VCCCVC	0,2	ˌəp-ˈbrād	VCCC1VC	_UXpbr1EYd.
leprechaun	CVCCVCVC	0,3,5	ˈlep-rə-ˌkän	C1VCCVCVC	_l1EHprIXkAOn.
titan	CVCVC	0,2	ˈtī-tən	C1VCVC	_t1AYtIXn.
impinge	VCCVCC	0,2	im-ˈpinj	VCC1VCC	_IHmp1IHnJ.
egomania	VCVCVCVV	0,1,3,5,7	ˌē-gō-ˈmā-nē-ə	1VCV C2VCVV	_1IYgOW ~m2EYnIYAX.
ox	VCC	0	ˈäks	1VCC	_1AAks.
featured	CVCVCC	0,2	ˈfē-chərd	C1VCVCC	_f1IYCAXrd.
greenery	CCVCCV	0,4	ˈgrēn-rē	CC1VCVCCV	_gr1IYnAXrrIY.
tarsus	CVCCVC	0,3	ˈtär-səs	C1VCCVC	_t1AArsIXs.
efficiency	VCVCVCCV	0,1,3,6	i-ˈfi-shən-sē	VC1VCVCCV	_IHf1IHSIXnsIY.
thrush	CCVC	0	ˈthrəsh	CC1VC	_Tr1UXS.
foolish	CVCVC	0,2	ˈfü-lish	C1VCVC	_f1UWlIHS.
propitiate	CCVCVCVVC	0,3,5,7	prō-ˈpi-shē-ˌāt	CCVC1VCVVC	_prOWp1IHSIYEYt.
individual	VCCVCVCCVC	0,2,4,7	ˌin-də-ˈvij-wəl	VCCVC1VCVVC	_IHndIHv1IHJUWAXl.
crackly	CCVCVCV	0,3,5	ˈkra-k(ə-)lē	CC1VC=CV	_kr1AEk=lIY.
mouthful	CVCCVC	0,3	ˈmau̇th-ˌfu̇l	C1VCCVC	_m1AWTfUHl.
endearment	VCCVCCVCC	0,2,5	in-ˈdir-mənt	VCC1VC=CVCC	_EHnd1IYr=mIXnt.
muffin	CVCVC	0,2	ˈmə-fən	C1VCVC	_m1UXfIXn.
gallant	CVCVCC	0,2	gə-ˈlant	C1VCVCC	_g1AElIXnt.
riches	CVCVC	0,2	ˈri-chəz	C1VCVC	_r1IHCIXz.
twilit	CCVCVC	0,3	ˈtwī-ˌlit	CC1VCVC	_tw1AYlIHt.
medial	CVCVVC	0,2,4	ˈmē-dē-əl	C1VCVVC	_m1IYdIYIXl.
substitute	CVCCCVCVC	0,3,6	ˈsəb-stə-ˌtüt	C1VCCCVCVC	_s1UXbstIXtUWt.
beginning	CVCVCVC	0,2,4	bi-ˈgi-niŋ	CVC1VC=VC	_bIYg1IHn=IHN.
clay	CCV	0	ˈklā	CC1V	_kl1EY.
catcher	CVCVC	0,2	ˈka-chər	C1VCVC	_k1AECAXr.
cram	CCVC	0	ˈkram	CC1VC	_kr1AEm.
restriction	CVCCCVCCVC	0,2,7	ri-ˈstrik-shən	CVCCC1VCCVC	_rIXstr1IHkSIXn.
sob	CVC	0	ˈsäb	C1VC	_s1AAb.
uruguay	VCVCCV	0,2,3	ˈu̇r-ə-ˌgwī	C1VCVCCV	_y1UWrAXgwAY.
deception	CVCVCCVC	0,2,5	di-ˈsep-shən	CVC1VCCVC	_dIHs1EHpSIXn.
historic	CVCCVCVC	0,2,6	hi-ˈstȯr-ik	CVCC1VCVC	_hIHst1AOrIHk.
incombustible	VCCVCCVCCVCVC	0,2,5,8,10	ˌin-kəm-ˈbəs-tə-bəl	VCCVCC1VCCVCVC	_IHnkAXmb1UXstIXbAXl.
undergo	VCCVCCV	0,2,5	ˌən-dər-ˈgō	1VCCVCC1V	_1UXndAXrg1OW.
unbar	VCCVC	0,2	ˌən-ˈbär	1VCC1VC	_1UXnb1AAr.
eliminate	VCVCVCVC	0,1,3,5	i-ˈli-mə-ˌnāt	VC1VCVCVC	_IHl1IHmIXnEYt.
pug	CVC	0	ˈpəg	C1VC	_p1UXg.
gagster	CVCCCVC	0,3	ˈgag-stər	C1VCCCVC	_g1AEgstAXr.
constrict	CVCCCCVCC	0,3	kən-ˈstrikt	CVCCCC1VCC	_kAXnstr1IHkt.
spool	CCVC	0	ˈspül	CC1VC	_sp1UWl.
rightful	CVCCVC	0,3	ˈrīt-fəl	C1VCCVC	_r1AYtfAXl.
embed	VCCVC	0,2	im-ˈbed	VCC1VC	_EHmb1EHd.
frosting	CCVCCVC	0,4	ˈfrȯs-tiŋ	CC1VCC=VC	_fr1AOst=IHN.
mugger	CVCVC	0,2	ˈmə-gər	C1VCVC	_m1UXgAXr.
